"","NAME","REGION","DISTRICT","review.point","score"
"2545","Tamnavulin","HIGH","SPEY","SEA",0
"2546","Teaninich","HIGH","NORTH","SEA",0
"2547","Tobermory","HIGH","MULL","SEA",0
"2548","Tomatin","HIGH","SPEY","SEA",0
"2549","Tomintoul","HIGH","SPEY","SEA",0
"2550","Tormore","HIGH","SPEY","SEA",0
"2551","Tullibardine","HIGH","MIDLAND","SEA",0
"2552","","","","SEA",NA
"2553","","","","SEA",21
"2554","Aberfeldy","HIGH","MIDLAND","SHERRY",0
"2555","Aberlour","HIGH","SPEY","SHERRY",0
"2556","Ardberg","ISLAY","SOUTH","SHERRY",0
"2557","Ardmore","HIGH","SPEY","SHERRY",1
"2558","Auchentoshan","LOW","WEST","SHERRY",0
"2559","Aultmore","HIGH","SPEY","SHERRY",0
"2560","Balblair","HIGH","NORTH","SHERRY",0
"2561","Balmenach","HIGH","SPEY","SHERRY",0
"2562","Balvenie","HIGH","SPEY","SHERRY",0
"2563","Banff","HIGH","SPEY","SHERRY",0
"2564","Ben Nevis","HIGH","WEST","SHERRY",0
"2565","Benriach","HIGH","SPEY","SHERRY",0
"2566","Benrinnes","HIGH","SPEY","SHERRY",0
"2567","Benromach","HIGH","SPEY","SHERRY",0
"2568","Bladnoch","LOW","BORDERS","SHERRY",0
"2569","Blair Athol","HIGH","MIDLAND","SHERRY",0
"2570","Bowmore","ISLAY","LOCH","SHERRY",0
"2571","Brackla","HIGH","SPEY","SHERRY",0
"2572","Bruichladdich","ISLAY","LOCH","SHERRY",0
"2573","Bunnahabhain","ISLAY","NORTH","SHERRY",0
"2574","Caol Ila","ISLAY","NORTH","SHERRY",0
"2575","Caperdonich","HIGH","SPEY","SHERRY",0
"2576","Cardhu","HIGH","SPEY","SHERRY",0
"2577","Clynelish","HIGH","NORTH","SHERRY",0
"2578","Coleburn","HIGH","SPEY","SHERRY",0
"2579","Convalmore","HIGH","SPEY","SHERRY",0
"2580","Cragganmore","HIGH","SPEY","SHERRY",0
"2581","Craigellachie","HIGH","SPEY","SHERRY",0
"2582","Dailuaine","HIGH","SPEY","SHERRY",1
"2583","Dallas Dhu","HIGH","SPEY","SHERRY",0
"2584","Dalmore","HIGH","NORTH","SHERRY",1
"2585","Dalwhinnie","HIGH","SPEY","SHERRY",0
"2586","Deanston","HIGH","MIDLAND","SHERRY",0
"2587","Dufftown","HIGH","SPEY","SHERRY",0
"2588","Edradour","HIGH","MIDLAND","SHERRY",1
"2589","Fettercairn","HIGH","EAST","SHERRY",0
"2590","Glen  Albyn","HIGH","SPEY","SHERRY",1
"2591","Glenallachie","HIGH","SPEY","SHERRY",0
"2592","Glenburgie","HIGH","SPEY","SHERRY",0
"2593","Glencadam","HIGH","EAST","SHERRY",0
"2594","Glen Deveron","HIGH","SPEY","SHERRY",1
"2595","Glendronach","HIGH","SPEY","SHERRY",1
"2596","Glendullan","HIGH","SPEY","SHERRY",1
"2597","Glen Elgin","HIGH","SPEY","SHERRY",0
"2598","Glenesk","HIGH","EAST","SHERRY",0
"2599","Glenfarclas","HIGH","SPEY","SHERRY",1
"2600","Glenfiddich","HIGH","SPEY","SHERRY",0
"2601","Glen Garioch","HIGH","EAST","SHERRY",0
"2602","Glenglassaugh","HIGH","SPEY","SHERRY",0
"2603","Glengoyne","HIGH","WEST","SHERRY",1
"2604","Glen Grant","HIGH","SPEY","SHERRY",0
"2605","Glen Keith","HIGH","SPEY","SHERRY",0
"2606","Glenkinchie","LOW","EAST","SHERRY",0
"2607","Glenlivet","HIGH","SPEY","SHERRY",1
"2608","Glenlochy","HIGH","WEST","SHERRY",0
"2609","Glenlossie","HIGH","SPEY","SHERRY",1
"2610","Glen Mhor","HIGH","SPEY","SHERRY",0
"2611","Glenmorangie","HIGH","NORTH","SHERRY",0
"2612","Glen Moray","HIGH","SPEY","SHERRY",0
"2613","Glen Ordie","HIGH","NORTH","SHERRY",0
"2614","Glenrothes","HIGH","SPEY","SHERRY",0
"2615","Glen Scotia","LOW","CAMPBEL","SHERRY",0
"2616","Glen Spey","HIGH","SPEY","SHERRY",0
"2617","Glentauchers","HIGH","SPEY","SHERRY",0
"2618","Glenturret","HIGH","MIDLAND","SHERRY",0
"2619","Glenugie","HIGH","EAST","SHERRY",1
"2620","Glenury Royal","HIGH","EAST","SHERRY",0
"2621","Highland Park","HIGH","ORKNEY","SHERRY",1
"2622","Imperial","HIGH","SPEY","SHERRY",1
"2623","Inchgower","HIGH","SPEY","SHERRY",0
"2624","Inchmurrin","HIGH","WEST","SHERRY",0
"2625","Inverleven","LOW","WEST","SHERRY",0
"2626","Jura","HIGH","JURA","SHERRY",1
"2627","Kinclaith","LOW","WEST","SHERRY",0
"2628","Knockando","HIGH","SPEY","SHERRY",0
"2629","Knockdhu","HIGH","SPEY","SHERRY",0
"2630","Ladyburn","LOW","WEST","SHERRY",0
"2631","Lagavulin","ISLAY","SOUTH","SHERRY",1
"2632","Laphroaig","ISLAY","SOUTH","SHERRY",1
"2633","Linkwood","HIGH","SPEY","SHERRY",1
"2634","Littlemill","LOW","NORTHWEST","SHERRY",0
"2635","Lochnagar","HIGH","EAST","SHERRY",0
"2636","Lochside","HIGH","EAST","SHERRY",1
"2637","Longmorn","HIGH","SPEY","SHERRY",0
"2638","Macallan","HIGH","SPEY","SHERRY",1
"2639","Millburn","HIGH","SPEY","SHERRY",1
"2640","Miltonduff","HIGH","SPEY","SHERRY",0
"2641","Mortlach","HIGH","SPEY","SHERRY",0
"2642","North Port","HIGH","EAST","SHERRY",1
"2643","Oban","HIGH","WEST","SHERRY",0
"2644","Port Ellen","ISLAY","SOUTH","SHERRY",0
"2645","Pulteney","HIGH","NORTH","SHERRY",0
"2646","Rosebank","LOW","CENTRAL","SHERRY",1
"2647","Saint Magdalene","LOW","CENTRAL","SHERRY",1
"2648","Scapa","HIGH","ORKNEY","SHERRY",0
"2649","Singleton","HIGH","SPEY","SHERRY",1
"2650","Speyburn","HIGH","SPEY","SHERRY",1
"2651","Springbank","LOW","CAMPBEL","SHERRY",0
"2652","Springbank-Longrow","LOW","CAMPBEL","SHERRY",0
"2653","Strathisla","HIGH","SPEY","SHERRY",1
"2654","Talisker","HIGH","SKYE","SHERRY",0
"2655","Tamdhu","HIGH","SPEY","SHERRY",1
"2656","Tamnavulin","HIGH","SPEY","SHERRY",0
"2657","Teaninich","HIGH","NORTH","SHERRY",0
"2658","Tobermory","HIGH","MULL","SHERRY",0
"2659","Tomatin","HIGH","SPEY","SHERRY",0
"2660","Tomintoul","HIGH","SPEY","SHERRY",0
"2661","Tormore","HIGH","SPEY","SHERRY",0
"2662","Tullibardine","HIGH","MIDLAND","SHERRY",0
"2663","","","","SHERRY",NA
"2664","","","","SHERRY",29
"2665","Aberfeldy","HIGH","MIDLAND","SPICY",0
"2666","Aberlour","HIGH","SPEY","SPICY",0
"2667","Ardberg","ISLAY","SOUTH","SPICY",0
"2668","Ardmore","HIGH","SPEY","SPICY",0
"2669","Auchentoshan","LOW","WEST","SPICY",0
"2670","Aultmore","HIGH","SPEY","SPICY",0
"2671","Balblair","HIGH","NORTH","SPICY",0
"2672","Balmenach","HIGH","SPEY","SPICY",0
"2673","Balvenie","HIGH","SPEY","SPICY",0
"2674","Banff","HIGH","SPEY","SPICY",0
"2675","Ben Nevis","HIGH","WEST","SPICY",0
"2676","Benriach","HIGH","SPEY","SPICY",0
"2677","Benrinnes","HIGH","SPEY","SPICY",0
"2678","Benromach","HIGH","SPEY","SPICY",0
"2679","Bladnoch","LOW","BORDERS","SPICY",0
"2680","Blair Athol","HIGH","MIDLAND","SPICY",1
"2681","Bowmore","ISLAY","LOCH","SPICY",0
"2682","Brackla","HIGH","SPEY","SPICY",0
"2683","Bruichladdich","ISLAY","LOCH","SPICY",0
"2684","Bunnahabhain","ISLAY","NORTH","SPICY",0
"2685","Caol Ila","ISLAY","NORTH","SPICY",0
"2686","Caperdonich","HIGH","SPEY","SPICY",0
"2687","Cardhu","HIGH","SPEY","SPICY",0
"2688","Clynelish","HIGH","NORTH","SPICY",0
"2689","Coleburn","HIGH","SPEY","SPICY",0
"2690","Convalmore","HIGH","SPEY","SPICY",0
"2691","Cragganmore","HIGH","SPEY","SPICY",0
"2692","Craigellachie","HIGH","SPEY","SPICY",0
"2693","Dailuaine","HIGH","SPEY","SPICY",0
"2694","Dallas Dhu","HIGH","SPEY","SPICY",0
"2695","Dalmore","HIGH","NORTH","SPICY",0
"2696","Dalwhinnie","HIGH","SPEY","SPICY",0
"2697","Deanston","HIGH","MIDLAND","SPICY",0
"2698","Dufftown","HIGH","SPEY","SPICY",0
"2699","Edradour","HIGH","MIDLAND","SPICY",1
"2700","Fettercairn","HIGH","EAST","SPICY",0
"2701","Glen  Albyn","HIGH","SPEY","SPICY",0
"2702","Glenallachie","HIGH","SPEY","SPICY",0
"2703","Glenburgie","HIGH","SPEY","SPICY",0
"2704","Glencadam","HIGH","EAST","SPICY",0
"2705","Glen Deveron","HIGH","SPEY","SPICY",0
"2706","Glendronach","HIGH","SPEY","SPICY",0
"2707","Glendullan","HIGH","SPEY","SPICY",0
"2708","Glen Elgin","HIGH","SPEY","SPICY",0
"2709","Glenesk","HIGH","EAST","SPICY",0
"2710","Glenfarclas","HIGH","SPEY","SPICY",0
"2711","Glenfiddich","HIGH","SPEY","SPICY",0
"2712","Glen Garioch","HIGH","EAST","SPICY",0
"2713","Glenglassaugh","HIGH","SPEY","SPICY",0
"2714","Glengoyne","HIGH","WEST","SPICY",0
"2715","Glen Grant","HIGH","SPEY","SPICY",0
"2716","Glen Keith","HIGH","SPEY","SPICY",0
"2717","Glenkinchie","LOW","EAST","SPICY",0
"2718","Glenlivet","HIGH","SPEY","SPICY",0
"2719","Glenlochy","HIGH","WEST","SPICY",0
"2720","Glenlossie","HIGH","SPEY","SPICY",0
"2721","Glen Mhor","HIGH","SPEY","SPICY",0
"2722","Glenmorangie","HIGH","NORTH","SPICY",1
"2723","Glen Moray","HIGH","SPEY","SPICY",0
"2724","Glen Ordie","HIGH","NORTH","SPICY",0
"2725","Glenrothes","HIGH","SPEY","SPICY",0
"2726","Glen Scotia","LOW","CAMPBEL","SPICY",0
"2727","Glen Spey","HIGH","SPEY","SPICY",0
"2728","Glentauchers","HIGH","SPEY","SPICY",1
"2729","Glenturret","HIGH","MIDLAND","SPICY",0
"2730","Glenugie","HIGH","EAST","SPICY",0
"2731","Glenury Royal","HIGH","EAST","SPICY",0
"2732","Highland Park","HIGH","ORKNEY","SPICY",0
"2733","Imperial","HIGH","SPEY","SPICY",0
"2734","Inchgower","HIGH","SPEY","SPICY",0
"2735","Inchmurrin","HIGH","WEST","SPICY",0
"2736","Inverleven","LOW","WEST","SPICY",0
"2737","Jura","HIGH","JURA","SPICY",0
"2738","Kinclaith","LOW","WEST","SPICY",0
"2739","Knockando","HIGH","SPEY","SPICY",0
"2740","Knockdhu","HIGH","SPEY","SPICY",0
"2741","Ladyburn","LOW","WEST","SPICY",0
"2742","Lagavulin","ISLAY","SOUTH","SPICY",0
"2743","Laphroaig","ISLAY","SOUTH","SPICY",0
"2744","Linkwood","HIGH","SPEY","SPICY",0
"2745","Littlemill","LOW","NORTHWEST","SPICY",0
"2746","Lochnagar","HIGH","EAST","SPICY",0
"2747","Lochside","HIGH","EAST","SPICY",0
"2748","Longmorn","HIGH","SPEY","SPICY",0
"2749","Macallan","HIGH","SPEY","SPICY",0
"2750","Millburn","HIGH","SPEY","SPICY",0
"2751","Miltonduff","HIGH","SPEY","SPICY",0
"2752","Mortlach","HIGH","SPEY","SPICY",0
"2753","North Port","HIGH","EAST","SPICY",0
"2754","Oban","HIGH","WEST","SPICY",0
"2755","Port Ellen","ISLAY","SOUTH","SPICY",1
"2756","Pulteney","HIGH","NORTH","SPICY",0
"2757","Rosebank","LOW","CENTRAL","SPICY",0
"2758","Saint Magdalene","LOW","CENTRAL","SPICY",0
"2759","Scapa","HIGH","ORKNEY","SPICY",0
"2760","Singleton","HIGH","SPEY","SPICY",0
"2761","Speyburn","HIGH","SPEY","SPICY",0
"2762","Springbank","LOW","CAMPBEL","SPICY",0
"2763","Springbank-Longrow","LOW","CAMPBEL","SPICY",0
"2764","Strathisla","HIGH","SPEY","SPICY",0
"2765","Talisker","HIGH","SKYE","SPICY",0
"2766","Tamdhu","HIGH","SPEY","SPICY",0
"2767","Tamnavulin","HIGH","SPEY","SPICY",0
"2768","Teaninich","HIGH","NORTH","SPICY",0
"2769","Tobermory","HIGH","MULL","SPICY",0
"2770","Tomatin","HIGH","SPEY","SPICY",0
"2771","Tomintoul","HIGH","SPEY","SPICY",0
"2772","Tormore","HIGH","SPEY","SPICY",0
"2773","Tullibardine","HIGH","MIDLAND","SPICY",0
"2774","","","","SPICY",NA
"2775","","","","SPICY",5
"2776","Aberfeldy","HIGH","MIDLAND","RICH",0
"2777","Aberlour","HIGH","SPEY","RICH",1
"2778","Ardberg","ISLAY","SOUTH","RICH",0
"2779","Ardmore","HIGH","SPEY","RICH",0
"2780","Auchentoshan","LOW","WEST","RICH",0
"2781","Aultmore","HIGH","SPEY","RICH",0
"2782","Balblair","HIGH","NORTH","RICH",0
"2783","Balmenach","HIGH","SPEY","RICH",0
"2784","Balvenie","HIGH","SPEY","RICH",0
"2785","Banff","HIGH","SPEY","RICH",0
"2786","Ben Nevis","HIGH","WEST","RICH",0
"2787","Benriach","HIGH","SPEY","RICH",0
"2788","Benrinnes","HIGH","SPEY","RICH",0
"2789","Benromach","HIGH","SPEY","RICH",0
"2790","Bladnoch","LOW","BORDERS","RICH",0
"2791","Blair Athol","HIGH","MIDLAND","RICH",0
"2792","Bowmore","ISLAY","LOCH","RICH",0
"2793","Brackla","HIGH","SPEY","RICH",0
"2794","Bruichladdich","ISLAY","LOCH","RICH",0
"2795","Bunnahabhain","ISLAY","NORTH","RICH",0
"2796","Caol Ila","ISLAY","NORTH","RICH",0
"2797","Caperdonich","HIGH","SPEY","RICH",0
"2798","Cardhu","HIGH","SPEY","RICH",0
"2799","Clynelish","HIGH","NORTH","RICH",0
"2800","Coleburn","HIGH","SPEY","RICH",0
"2801","Convalmore","HIGH","SPEY","RICH",0
"2802","Cragganmore","HIGH","SPEY","RICH",1
"2803","Craigellachie","HIGH","SPEY","RICH",0
"2804","Dailuaine","HIGH","SPEY","RICH",0
"2805","Dallas Dhu","HIGH","SPEY","RICH",1
"2806","Dalmore","HIGH","NORTH","RICH",0
"2807","Dalwhinnie","HIGH","SPEY","RICH",0
"2808","Deanston","HIGH","MIDLAND","RICH",0
"2809","Dufftown","HIGH","SPEY","RICH",1
"2810","Edradour","HIGH","MIDLAND","RICH",0
"2811","Fettercairn","HIGH","EAST","RICH",0
"2812","Glen  Albyn","HIGH","SPEY","RICH",0
"2813","Glenallachie","HIGH","SPEY","RICH",0
"2814","Glenburgie","HIGH","SPEY","RICH",0
"2815","Glencadam","HIGH","EAST","RICH",0
"2816","Glen Deveron","HIGH","SPEY","RICH",0
"2817","Glendronach","HIGH","SPEY","RICH",0
"2818","Glendullan","HIGH","SPEY","RICH",0
"2819","Glen Elgin","HIGH","SPEY","RICH",0
"2820","Glenesk","HIGH","EAST","RICH",0
"2821","Glenfarclas","HIGH","SPEY","RICH",0
"2822","Glenfiddich","HIGH","SPEY","RICH",0
"2823","Glen Garioch","HIGH","EAST","RICH",0
"2824","Glenglassaugh","HIGH","SPEY","RICH",0
"2825","Glengoyne","HIGH","WEST","RICH",0
"2826","Glen Grant","HIGH","SPEY","RICH",0
"2827","Glen Keith","HIGH","SPEY","RICH",0
"2828","Glenkinchie","LOW","EAST","RICH",0
"2829","Glenlivet","HIGH","SPEY","RICH",0
"2830","Glenlochy","HIGH","WEST","RICH",0
"2831","Glenlossie","HIGH","SPEY","RICH",0
"2832","Glen Mhor","HIGH","SPEY","RICH",0
"2833","Glenmorangie","HIGH","NORTH","RICH",0
"2834","Glen Moray","HIGH","SPEY","RICH",1
"2835","Glen Ordie","HIGH","NORTH","RICH",1
"2836","Glenrothes","HIGH","SPEY","RICH",1
"2837","Glen Scotia","LOW","CAMPBEL","RICH",0
"2838","Glen Spey","HIGH","SPEY","RICH",0
"2839","Glentauchers","HIGH","SPEY","RICH",0
"2840","Glenturret","HIGH","MIDLAND","RICH",0
"2841","Glenugie","HIGH","EAST","RICH",0
"2842","Glenury Royal","HIGH","EAST","RICH",0
"2843","Highland Park","HIGH","ORKNEY","RICH",0
"2844","Imperial","HIGH","SPEY","RICH",0
"2845","Inchgower","HIGH","SPEY","RICH",1
"2846","Inchmurrin","HIGH","WEST","RICH",0
"2847","Inverleven","LOW","WEST","RICH",0
"2848","Jura","HIGH","JURA","RICH",0
"2849","Kinclaith","LOW","WEST","RICH",0
"2850","Knockando","HIGH","SPEY","RICH",0
"2851","Knockdhu","HIGH","SPEY","RICH",0
"2852","Ladyburn","LOW","WEST","RICH",0
"2853","Lagavulin","ISLAY","SOUTH","RICH",0
"2854","Laphroaig","ISLAY","SOUTH","RICH",0
"2855","Linkwood","HIGH","SPEY","RICH",1
"2856","Littlemill","LOW","NORTHWEST","RICH",0
"2857","Lochnagar","HIGH","EAST","RICH",0
"2858","Lochside","HIGH","EAST","RICH",1
"2859","Longmorn","HIGH","SPEY","RICH",1
"2860","Macallan","HIGH","SPEY","RICH",1
"2861","Millburn","HIGH","SPEY","RICH",1
"2862","Miltonduff","HIGH","SPEY","RICH",0
"2863","Mortlach","HIGH","SPEY","RICH",1
"2864","North Port","HIGH","EAST","RICH",0
"2865","Oban","HIGH","WEST","RICH",0
"2866","Port Ellen","ISLAY","SOUTH","RICH",0
"2867","Pulteney","HIGH","NORTH","RICH",0
"2868","Rosebank","LOW","CENTRAL","RICH",0
"2869","Saint Magdalene","LOW","CENTRAL","RICH",0
"2870","Scapa","HIGH","ORKNEY","RICH",0
"2871","Singleton","HIGH","SPEY","RICH",0
"2872","Speyburn","HIGH","SPEY","RICH",0
"2873","Springbank","LOW","CAMPBEL","RICH",1
"2874","Springbank-Longrow","LOW","CAMPBEL","RICH",0
"2875","Strathisla","HIGH","SPEY","RICH",1
"2876","Talisker","HIGH","SKYE","RICH",1
"2877","Tamdhu","HIGH","SPEY","RICH",0
"2878","Tamnavulin","HIGH","SPEY","RICH",0
"2879","Teaninich","HIGH","NORTH","RICH",0
"2880","Tobermory","HIGH","MULL","RICH",0
"2881","Tomatin","HIGH","SPEY","RICH",0
"2882","Tomintoul","HIGH","SPEY","RICH",0
"2883","Tormore","HIGH","SPEY","RICH",0
"2884","Tullibardine","HIGH","MIDLAND","RICH",0
"2885","","","","RICH",NA
"2886","","","","RICH",17
"2887","Aberfeldy","HIGH","MIDLAND","soft",1
"2888","Aberlour","HIGH","SPEY","soft",1
"2889","Ardberg","ISLAY","SOUTH","soft",0
"2890","Ardmore","HIGH","SPEY","soft",0
"2891","Auchentoshan","LOW","WEST","soft",1
"2892","Aultmore","HIGH","SPEY","soft",0
"2893","Balblair","HIGH","NORTH","soft",0
"2894","Balmenach","HIGH","SPEY","soft",1
"2895","Balvenie","HIGH","SPEY","soft",0
"2896","Banff","HIGH","SPEY","soft",0
"2897","Ben Nevis","HIGH","WEST","soft",0
"2898","Benriach","HIGH","SPEY","soft",0
"2899","Benrinnes","HIGH","SPEY","soft",0
"2900","Benromach","HIGH","SPEY","soft",0
"2901","Bladnoch","LOW","BORDERS","soft",0
"2902","Blair Athol","HIGH","MIDLAND","soft",0
"2903","Bowmore","ISLAY","LOCH","soft",0
"2904","Brackla","HIGH","SPEY","soft",0
"2905","Bruichladdich","ISLAY","LOCH","soft",0
"2906","Bunnahabhain","ISLAY","NORTH","soft",0
"2907","Caol Ila","ISLAY","NORTH","soft",0
"2908","Caperdonich","HIGH","SPEY","soft",0
"2909","Cardhu","HIGH","SPEY","soft",0
"2910","Clynelish","HIGH","NORTH","soft",0
"2911","Coleburn","HIGH","SPEY","soft",0
"2912","Convalmore","HIGH","SPEY","soft",0
"2913","Cragganmore","HIGH","SPEY","soft",0
"2914","Craigellachie","HIGH","SPEY","soft",0
"2915","Dailuaine","HIGH","SPEY","soft",0
"2916","Dallas Dhu","HIGH","SPEY","soft",0
"2917","Dalmore","HIGH","NORTH","soft",1
"2918","Dalwhinnie","HIGH","SPEY","soft",0
"2919","Deanston","HIGH","MIDLAND","soft",0
"2920","Dufftown","HIGH","SPEY","soft",0
"2921","Edradour","HIGH","MIDLAND","soft",0
"2922","Fettercairn","HIGH","EAST","soft",0
"2923","Glen  Albyn","HIGH","SPEY","soft",0
"2924","Glenallachie","HIGH","SPEY","soft",0
"2925","Glenburgie","HIGH","SPEY","soft",0
"2926","Glencadam","HIGH","EAST","soft",0
"2927","Glen Deveron","HIGH","SPEY","soft",0
"2928","Glendronach","HIGH","SPEY","soft",0
"2929","Glendullan","HIGH","SPEY","soft",0
"2930","Glen Elgin","HIGH","SPEY","soft",1
"2931","Glenesk","HIGH","EAST","soft",1
"2932","Glenfarclas","HIGH","SPEY","soft",0
"2933","Glenfiddich","HIGH","SPEY","soft",0
"2934","Glen Garioch","HIGH","EAST","soft",0
"2935","Glenglassaugh","HIGH","SPEY","soft",0
"2936","Glengoyne","HIGH","WEST","soft",0
"2937","Glen Grant","HIGH","SPEY","soft",0
"2938","Glen Keith","HIGH","SPEY","soft",0
"2939","Glenkinchie","LOW","EAST","soft",0
"2940","Glenlivet","HIGH","SPEY","soft",0
"2941","Glenlochy","HIGH","WEST","soft",0
"2942","Glenlossie","HIGH","SPEY","soft",0
"2943","Glen Mhor","HIGH","SPEY","soft",1
"2944","Glenmorangie","HIGH","NORTH","soft",0
"2945","Glen Moray","HIGH","SPEY","soft",0
"2946","Glen Ordie","HIGH","NORTH","soft",0
"2947","Glenrothes","HIGH","SPEY","soft",0
"2948","Glen Scotia","LOW","CAMPBEL","soft",0
"2949","Glen Spey","HIGH","SPEY","soft",0
"2950","Glentauchers","HIGH","SPEY","soft",0
"2951","Glenturret","HIGH","MIDLAND","soft",1
"2952","Glenugie","HIGH","EAST","soft",1
"2953","Glenury Royal","HIGH","EAST","soft",0
"2954","Highland Park","HIGH","ORKNEY","soft",0
"2955","Imperial","HIGH","SPEY","soft",1
"2956","Inchgower","HIGH","SPEY","soft",0
"2957","Inchmurrin","HIGH","WEST","soft",0
"2958","Inverleven","LOW","WEST","soft",0
"2959","Jura","HIGH","JURA","soft",1
"2960","Kinclaith","LOW","WEST","soft",1
"2961","Knockando","HIGH","SPEY","soft",0
"2962","Knockdhu","HIGH","SPEY","soft",1
"2963","Ladyburn","LOW","WEST","soft",1
"2964","Lagavulin","ISLAY","SOUTH","soft",0
"2965","Laphroaig","ISLAY","SOUTH","soft",0
"2966","Linkwood","HIGH","SPEY","soft",0
"2967","Littlemill","LOW","NORTHWEST","soft",1
"2968","Lochnagar","HIGH","EAST","soft",0
"2969","Lochside","HIGH","EAST","soft",1
"2970","Longmorn","HIGH","SPEY","soft",0
"2971","Macallan","HIGH","SPEY","soft",0
"2972","Millburn","HIGH","SPEY","soft",0
"2973","Miltonduff","HIGH","SPEY","soft",0
"2974","Mortlach","HIGH","SPEY","soft",0
"2975","North Port","HIGH","EAST","soft",0
"2976","Oban","HIGH","WEST","soft",0
"2977","Port Ellen","ISLAY","SOUTH","soft",0
"2978","Pulteney","HIGH","NORTH","soft",0
"2979","Rosebank","LOW","CENTRAL","soft",0
"2980","Saint Magdalene","LOW","CENTRAL","soft",0
"2981","Scapa","HIGH","ORKNEY","soft",0
"2982","Singleton","HIGH","SPEY","soft",0
"2983","Speyburn","HIGH","SPEY","soft",0
"2984","Springbank","LOW","CAMPBEL","soft",0
"2985","Springbank-Longrow","LOW","CAMPBEL","soft",0
"2986","Strathisla","HIGH","SPEY","soft",0
"2987","Talisker","HIGH","SKYE","soft",0
"2988","Tamdhu","HIGH","SPEY","soft",0
"2989","Tamnavulin","HIGH","SPEY","soft",0
"2990","Teaninich","HIGH","NORTH","soft",1
"2991","Tobermory","HIGH","MULL","soft",1
"2992","Tomatin","HIGH","SPEY","soft",1
"2993","Tomintoul","HIGH","SPEY","soft",1
"2994","Tormore","HIGH","SPEY","soft",0
"2995","Tullibardine","HIGH","MIDLAND","soft",0
"2996","","","","soft",NA
"2997","","","","soft",21
"2998","Aberfeldy","HIGH","MIDLAND","med",1
"2999","Aberlour","HIGH","SPEY","med",1
"3000","Ardberg","ISLAY","SOUTH","med",1
"3001","Ardmore","HIGH","SPEY","med",0
"3002","Auchentoshan","LOW","WEST","med",0
"3003","Aultmore","HIGH","SPEY","med",0
"3004","Balblair","HIGH","NORTH","med",0
"3005","Balmenach","HIGH","SPEY","med",1
"3006","Balvenie","HIGH","SPEY","med",1
"3007","Banff","HIGH","SPEY","med",1
"3008","Ben Nevis","HIGH","WEST","med",0
"3009","Benriach","HIGH","SPEY","med",1
"3010","Benrinnes","HIGH","SPEY","med",1
"3011","Benromach","HIGH","SPEY","med",1
"3012","Bladnoch","LOW","BORDERS","med",0
"3013","Blair Athol","HIGH","MIDLAND","med",1
"3014","Bowmore","ISLAY","LOCH","med",1
"3015","Brackla","HIGH","SPEY","med",1
"3016","Bruichladdich","ISLAY","LOCH","med",0
"3017","Bunnahabhain","ISLAY","NORTH","med",1
"3018","Caol Ila","ISLAY","NORTH","med",0
"3019","Caperdonich","HIGH","SPEY","med",1
"3020","Cardhu","HIGH","SPEY","med",0
"3021","Clynelish","HIGH","NORTH","med",0
"3022","Coleburn","HIGH","SPEY","med",0
"3023","Convalmore","HIGH","SPEY","med",1
"3024","Cragganmore","HIGH","SPEY","med",1
"3025","Craigellachie","HIGH","SPEY","med",1
"3026","Dailuaine","HIGH","SPEY","med",1
"3027","Dallas Dhu","HIGH","SPEY","med",0
"3028","Dalmore","HIGH","NORTH","med",1
"3029","Dalwhinnie","HIGH","SPEY","med",0
"3030","Deanston","HIGH","MIDLAND","med",0
"3031","Dufftown","HIGH","SPEY","med",1
"3032","Edradour","HIGH","MIDLAND","med",0
"3033","Fettercairn","HIGH","EAST","med",0
"3034","Glen  Albyn","HIGH","SPEY","med",1
"3035","Glenallachie","HIGH","SPEY","med",0
"3036","Glenburgie","HIGH","SPEY","med",0
"3037","Glencadam","HIGH","EAST","med",0
"3038","Glen Deveron","HIGH","SPEY","med",1
"3039","Glendronach","HIGH","SPEY","med",1
"3040","Glendullan","HIGH","SPEY","med",1
"3041","Glen Elgin","HIGH","SPEY","med",1
"3042","Glenesk","HIGH","EAST","med",1
"3043","Glenfarclas","HIGH","SPEY","med",0
"3044","Glenfiddich","HIGH","SPEY","med",0
"3045","Glen Garioch","HIGH","EAST","med",1
"3046","Glenglassaugh","HIGH","SPEY","med",0
"3047","Glengoyne","HIGH","WEST","med",1
"3048","Glen Grant","HIGH","SPEY","med",1
"3049","Glen Keith","HIGH","SPEY","med",1
"3050","Glenkinchie","LOW","EAST","med",1
"3051","Glenlivet","HIGH","SPEY","med",1
"3052","Glenlochy","HIGH","WEST","med",1
"3053","Glenlossie","HIGH","SPEY","med",1
"3054","Glen Mhor","HIGH","SPEY","med",0
"3055","Glenmorangie","HIGH","NORTH","med",1
"3056","Glen Moray","HIGH","SPEY","med",0
"3057","Glen Ordie","HIGH","NORTH","med",1
"3058","Glenrothes","HIGH","SPEY","med",1
"3059","Glen Scotia","LOW","CAMPBEL","med",1
"3060","Glen Spey","HIGH","SPEY","med",1
"3061","Glentauchers","HIGH","SPEY","med",0
"3062","Glenturret","HIGH","MIDLAND","med",0
"3063","Glenugie","HIGH","EAST","med",1
"3064","Glenury Royal","HIGH","EAST","med",1
"3065","Highland Park","HIGH","ORKNEY","med",1
"3066","Imperial","HIGH","SPEY","med",1
"3067","Inchgower","HIGH","SPEY","med",1
"3068","Inchmurrin","HIGH","WEST","med",0
"3069","Inverleven","LOW","WEST","med",0
